matriz_asistencia2.csv,V2,V3,V4,V5,V6,"MOVIMIENTO ALTERNATIVO INDIGENA
Y SOCIAL - MAIS","PARTIDO ALIANZA SOCIAL
INDEPENDIENTE ""ASI""",CENTRO DEMOCRÁTICO MANO FIRME CORAZÓN GRANDE,"CENTRO DEMOCRÁTICO MANO FIRME
CORAZÓN GRANDE","CENTRO DEMOCRÁTICO MANO FIRME
CORAZÓN GRANDE","CENTRO DEMOCRÁTICO MANO FIRME
CORAZÓN GRANDE","CENTRO DEMOCRÁTICO MANO FIRME
CORAZÓN GRANDE","CENTRO DEMOCRÁTICO MANO FIRME
CORAZÓN GRANDE","CENTRO DEMOCRÁTICO MANO FIRME
CORAZÓN GRANDE",CENTRO DEMOCRÁTICO MANO FIRME CORAZÓN GRANDE,"CENTRO DEMOCRÁTICO MANO FIRME
CORAZÓN GRANDE","CENTRO DEMOCRÁTICO MANO FIRME
CORAZÓN GRANDE","CENTRO DEMOCRÁTICO MANO FIRME
CORAZÓN GRANDE",CENTRO DEMOCRÁTICO MANO FIRME CORAZÓN GRANDE,"CENTRO DEMOCRÁTICO MANO FIRME
CORAZÓN GRANDE","CENTRO DEMOCRÁTICO MANO FIRME
CORAZÓN GRANDE","CENTRO DEMOCRÁTICO MANO FIRME
CORAZÓN GRANDE","CENTRO DEMOCRÁTICO MANO FIRME
CORAZÓN GRANDE","CENTRO DEMOCRÁTICO MANO FIRME
CORAZÓN GRANDE","CENTRO DEMOCRÁTICO MANO FIRME
CORAZÓN GRANDE",CENTRO DEMOCRÁTICO MANO FIRME CORAZÓN GRANDE,"CENTRO DEMOCRÁTICO MANO FIRME
CORAZÓN GRANDE",PARTIDO ALIANZA VERDE,PARTIDO ALIANZA VERDE,PARTIDO ALIANZA VERDE,PARTIDO ALIANZA VERDE,PARTIDO ALIANZA VERDE,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,PARTIDO OPCION CIUDADANA,PARTIDO OPCION CIUDADANA,PARTIDO OPCION CIUDADANA,PARTIDO OPCION CIUDADANA,PARTIDO OPCION CIUDADANA,PARTIDO POLO DEMOCRATICO ALTERNATIVO,"PARTIDO POLO DEMOCRATICO
ALTERNATIVO","PARTIDO POLO DEMOCRATICO
ALTERNATIVO","PARTIDO POLO DEMOCRATICO
ALTERNATIVO","PARTIDO POLO DEMOCRATICO
ALTERNATIVO","PARTIDO SOCIAL DE UNIDAD NACIONAL
"" PARTIDO DE LA U""","PARTIDO SOCIAL DE UNIDAD NACIONAL
"" PARTIDO DE LA U""","PARTIDO SOCIAL DE UNIDAD NACIONAL "" PARTIDO DE LA U""","PARTIDO SOCIAL DE UNIDAD NACIONAL
"" PARTIDO DE LA U""","PARTIDO SOCIAL DE UNIDAD NACIONAL
"" PARTIDO DE LA U""","PARTIDO SOCIAL DE UNIDAD NACIONAL "" PARTIDO DE LA U""","PARTIDO SOCIAL DE UNIDAD NACIONAL
"" PARTIDO DE LA U""","PARTIDO SOCIAL DE UNIDAD NACIONAL
"" PARTIDO DE LA U""","PARTIDO SOCIAL DE UNIDAD NACIONAL
"" PARTIDO DE LA U""","PARTIDO SOCIAL DE UNIDAD NACIONAL
"" PARTIDO DE LA U""","PARTIDO SOCIAL DE UNIDAD NACIONAL
"" PARTIDO DE LA U""","PARTIDO SOCIAL DE UNIDAD NACIONAL
"" PARTIDO DE LA U""","PARTIDO SOCIAL DE UNIDAD NACIONAL
"" PARTIDO DE LA U""","PARTIDO SOCIAL DE UNIDAD NACIONAL
"" PARTIDO DE LA U""","PARTIDO SOCIAL DE UNIDAD NACIONAL
"" PARTIDO DE LA U""","PARTIDO SOCIAL DE UNIDAD NACIONAL
"" PARTIDO DE LA U""","PARTIDO SOCIAL DE UNIDAD NACIONAL "" PARTIDO DE LA U""","PARTIDO SOCIAL DE UNIDAD NACIONAL
"" PARTIDO DE LA U""","PARTIDO SOCIAL DE UNIDAD NACIONAL
"" PARTIDO DE LA U""","PARTIDO SOCIAL DE UNIDAD NACIONAL
"" PARTIDO DE LA U""","PARTIDO SOCIAL DE UNIDAD NACIONAL "" PARTIDO DE LA U"""
,,,,,, luis evelis andrade casama, marco anibal avirama avirama, maria del rosario guerra de la espriella, paloma susana valencia laserna, ana mercedes gomez martinez, susana correa borrero, ruby thania vega de plazas, paola andrea holguin moreno, nohora stella tovar rey, alvaro uribe velez, alfredo rangel suarez, ivan duque marquez, fernando nicolas araujo rumie, jose obdulio gaviria velez, orlando castaneda serrano, daniel alberto cabrales castillo, everth bustamante garcia, alfredo ramos maya, jaime alejandro amin hernandez, ernesto macias tovar, carlos felipe mejia mejia, honorio miguel henriquez pinedo, claudia nayibe lopez hernandez, antonio jose navarro wolff, jorge ivan ospina gomez, ivan leonidas name vasquez, jorge elieser prieto riveros, daira de jesus galvis mendez, rosmery martinez rosales, arturo char chaljub, carlos fernando galan pachon, german varon cotrino, juan carlos restrepo escobar, bernabe celis carrillo, carlos fernando motoa solarte, antonio del cristo guerra de la espriella, nora maria garcia burgos, yamina del carmen pestana rojas, nidia marcela osorio salgado, myriam alicia paredes aguirre, olga lucia suarez mira, nadya georgette blel scaff, roberto victor gerlein echeverria, efrain jose cepeda sarabia, laureano augusto acuna diaz, javier mauricio delgado martinez, carlos eduardo enriquez maya, hernan francisco andrade serrano, jorge hernando pedraza gutierrez, juan samy merheg marun, juan diego gomez jimenez, juan manuel corzo roman, luis emilio sierra grajales, fernando eustacio tamayo tamayo, arleth patricia casado de lopez, viviane aleyda morales hoyos, sofia alejandra gaviria correa, horacio serpa uribe, andres cristo bustos, juan manuel galan pachon, guillermo garcia realpe, alvaro antonio ashton giraldo, lidio arturo garcia turbay, jaime enrique duran barrera, luis fernando velasco chaves, eugenio enrique prieto soto, mario alberto fernandez alcocer, edinson delgado ruiz, rodrigo villalba mosquera, javier tato alvarez montenegro, luis fernando duque garcia, doris clemencia vega quiroz, teresita garcia romero, nerthink mauricio aguilar hurtado, antonio jose correa jimenez, julio miguel guerra sotto, jorge enrique robledo castillo, ivan cepeda castro, alexander lopez maya, jesus alberto castilla salazar, segundo senen nino avendano, maritza martinez aristizabal, sandra elena villadiego villadiego, musa besaile fayad, bernardo miguel elias vidal, jose david name cardozo, roosvelt rodriguez rengifo, jose alfredo gnecco zuleta, oscar mauricio lizcano arango, miguel amin escaf, eduardo enrique pulgar daza, roy leonardo barreras montealegre, martin emilio morales diz, armando alberto benedetti villaneda, william jimmy chamorro cruz, german dario hoyos giraldo, milton arlex rodriguez sarmiento, andres felipe garcia zuccardi, manuel mesias enriquez rosero, angel custodio cabrera baez, manuel guillermo mora jaramillo, carlos enrique soto jaramillo
0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.imprenta.gov.co/gacetap/gaceta.mostrar_texto?p_tipo=02&p_numero=25&p_consec=14831,senado,25,25,octubre,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
http://www.imprenta.gov.co/gacetap/gaceta.mostrar_texto?p_tipo=02&p_numero=18&p_consec=41206,senado,18,14,octubre,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
http://www.imprenta.gov.co/gacetap/gaceta.mostrar_texto?p_tipo=02&p_numero=19&p_consec=41207,senado,19,15,octubre,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
http://www.imprenta.gov.co/gacetap/gaceta.mostrar_texto?p_tipo=02&p_numero=27&p_consec=41393,senado,27,11,noviembre,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
http://www.imprenta.gov.co/gacetap/gaceta.mostrar_texto?p_tipo=02&p_numero=29&p_consec=41394,senado,29,18,noviembre,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://www.imprenta.gov.co/gacetap/gaceta.mostrar_texto?p_tipo=02&p_numero=55&p_consec=43561,senado,55,5,mayo,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://www.imprenta.gov.co/gacetap/gaceta.mostrar_texto?p_tipo=02&p_numero=30&p_consec=41347,senado,30,19,noviembre,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
http://www.imprenta.gov.co/gacetap/gaceta.mostrar_texto?p_tipo=02&p_numero=31&p_consec=41327,senado,31,25,noviembre,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://www.imprenta.gov.co/gacetap/gaceta.mostrar_texto?p_tipo=02&p_numero=27&p_consec=43573,senado,27,14,noviembre,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://www.imprenta.gov.co/gacetap/gaceta.mostrar_texto?p_tipo=02&p_numero=32&p_consec=41395,senado,32,2,diciembre,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
